,vote_average,runtime,genres,season,rating,revenue_adj,budget_adj
1564,6.272,103,"Horror, Mystery, Thriller",Winter,PG-13,19.176567030123696,16.35586939952606
1565,7.237,108,Drama,Winter,R,16.692982034551623,15.608866721077165
1566,6.666,129,"Thriller, Action, Drama, Music, Romance",Fall,R,20.656808171492614,17.85707438297228
1567,7.537,118,Comedy,Fall,PG-13,18.848989360871176,17.924485317439906
1568,6.46,124,"Action, Thriller",Summer,R,20.249712735275693,18.939294939665903
1569,7.836,125,"Crime, Drama, Thriller",Fall,R,19.456024432121744,16.200798334662124
1570,6.8,96,"Comedy, Science Fiction",Summer,PG,18.495571752962455,17.9772111611902
1571,6.115,105,"Action, Drama, Thriller",Winter,PG-13,19.020267581188115,18.20555910418942
1572,7.232,105,"Horror, Drama, Thriller",Spring,R,18.620719227117707,15.479627064469128
1573,5.981,90,"Horror, Crime",Fall,R,19.10149226092244,17.18345497610117
1574,6.203,103,"Horror, Science Fiction, Mystery, Thriller",Fall,R,17.621691322203432,17.72688401067519
1575,7.781,126,"Drama, Animation, War",Summer,PG-13,18.89699224614166,17.52807804037387
1576,6.108,129,"Action, Adventure, Western",Fall,PG,19.274115561351397,18.632963219449262
1577,5.84,110,"Comedy, Action, Romance",Spring,PG-13,19.102826953783996,17.876602156661118
1578,6.192,91,"Fantasy, Drama, Comedy, Family",Summer,G,20.091408589505374,17.95474070342255
1579,7.376,90,Comedy,Winter,R,17.016098297714013,16.76706768647015
1580,7.98,89,"Romance, Drama",Summer,PG,14.75031234989035,16.82678003216244
1581,7.834,131,"Drama, Romance, Crime",Winter,R,17.084696763823832,16.7295703441561
1582,7.232,108,"Animation, Family, Adventure, Comedy",Winter,PG,19.76088382961732,18.78330814751564
1583,6.059,80,"Horror, Mystery, Thriller",Fall,PG-13,17.701747900054553,16.490307795541227
1584,6.355,131,"Science Fiction, Adventure, Action",Winter,PG-13,18.09611975865266,18.87063504652982
1585,6.265,128,"Adventure, Action, Thriller",Fall,PG-13,20.35566371466654,19.36975737191453
1586,7.071,133,"Romance, Drama, Thriller, Crime",Fall,PG-13,18.399089285000944,17.588920084209335
1587,5.983,90,"Comedy, Romance",Winter,PG-13,19.528273601402006,18.082409914590613
1588,6.676,87,Horror,Fall,R,18.603825747964574,17.012400561655912
1589,6.141,99,"Fantasy, Comedy, Family, Romance",Winter,PG,19.57464391009193,18.59596604465574
1590,6.325,86,"Drama, Fantasy, Romance",Winter,PG-13,17.937429290261694,17.00474929324199
1591,6.072,97,"Comedy, Action, Adventure",Spring,PG-13,19.213337770827483,18.195055887779652
1592,6.404,114,"Action, Crime, Thriller",Spring,R,18.38266765659695,18.024131429920132
1593,6.32,114,"Crime, Drama, Mystery, Thriller",Fall,R,18.18594098787004,17.44341905214252
1594,6.233,130,"War, Drama, Action, History",Winter,R,18.26468297213724,17.60863236802143
1595,6.4,141,"Adventure, Drama, History",Spring,PG-13,16.22255185173604,17.47497532786546
1596,6.448,118,"Mystery, Thriller, Action",Fall,PG-13,19.40020727272127,18.59596604465574
1597,6.699,118,"Adventure, Action, Comedy, Thriller, Crime",Spring,R,20.411915988790646,18.193546619593494
1598,7.487,136,"Drama, Music, Romance",Fall,PG-13,19.54550285006499,17.647679616088155
1599,7.206,115,"Drama, Romance",Fall,NC-17,17.079915061164918,17.07186984421941
1600,7.566,136,"Drama, History",Winter,PG-13,18.654983073155787,17.716672487575106
1601,7.718,121,"Drama, History, War",Spring,PG-13,17.982326456033633,17.206941177236715
1602,6.703,110,"Horror, War, Science Fiction",Fall,R,17.78277398874528,17.6908704662584
1603,7.106,119,"Adventure, Comedy, Drama",Winter,R,17.89459911945681,18.256763301735393
1604,6.342,90,"Family, Comedy",Spring,G,19.70356227211403,17.47472745771521
1605,6.621,123,"Drama, War",Fall,R,18.890970848573325,18.59214122492901
1606,6.995,87,"Family, Animation, Comedy, Fantasy, Adventure",Fall,PG,19.28753770880172,17.7459376779694
1607,7.053,105,"Action, Adventure, Drama",Summer,PG-13,17.770323016017336,17.579644831148176
1608,6.77,140,"Action, Thriller, Crime",Winter,R,18.441661011763944,17.454481688194168
1609,5.889,115,"Adventure, Action, Animation",Fall,PG-13,19.53261781185805,18.50434687489637
1610,5.965,111,"Fantasy, Adventure, Family, Action",Fall,PG,18.967167845878127,19.12274371858824
1611,4.805,86,Comedy,Spring,PG-13,18.488433426858762,17.122612932265707
1612,6.087,96,"Comedy, Action",Summer,R,17.41309954005662,17.444312934667188
1613,7.605,108,"Adventure, Animation, Fantasy, Family",Summer,PG,18.692691304844733,18.270991507851658
1614,7.3,140,"Adventure, Action, Thriller, Science Fiction",Summer,PG-13,19.26937072717884,19.01805521000964
1615,6.914,104,"Thriller, Action, Crime",Summer,R,17.788506842889646,16.49945347081571
1616,6.197,137,"Action, Science Fiction, Adventure",Winter,PG-13,18.37377190836556,18.631064132404582
1617,6.391,95,Horror,Spring,R,19.30228137936603,14.614198186579358
1618,6.278,98,"Comedy, Family",Winter,PG,19.61195947679476,18.052699097231137
1619,7.174,136,"Adventure, Drama, History",Fall,PG-13,19.375328673115558,18.745138925224943
1620,6.617,94,"Drama, Thriller, Mystery",Fall,R,17.140154913705377,14.874675738943798
1621,6.048,96,"Action, Thriller, Crime",Spring,R,17.75635462887507,17.209373263030724
1622,6.5,104,Comedy,Summer,R,19.02842719440444,16.944427886023533
1623,7.24,98,"Drama, Thriller, Crime",Spring,R,16.26126425063213,15.642225042225906
1624,5.2,94,"Fantasy, Action, Science Fiction, Thriller, Horror",Winter,R,19.1256211605785,17.94473108696095
1625,6.901,95,"Animation, Comedy, Family",Spring,G,19.387718693329987,19.26648692694327
1626,6.331,124,"Action, Crime, Drama",Spring,R,18.346605925294583,17.841247857773727
1627,7.635,102,"Animation, Action, Adventure, Comedy, Family",Winter,PG,19.18315491629995,18.643061227698073
1628,7.558,113,"Drama, Thriller",Fall,R,16.547862368555762,16.117446098241086
1629,7.477,100,"Comedy, Science Fiction, Fantasy, Horror",Summer,R,20.33944610494312,15.795333226553959
1630,6.241,108,"Comedy, Romance",Fall,R,19.914991378338925,18.033619750421185
1631,6.682,122,"Horror, Mystery, Thriller",Winter,R,18.71239826763291,17.956167440716932
1632,5.789,89,"Thriller, Adventure, Horror",Spring,PG-13,18.204108202877062,15.778526038441733
1633,6.689,96,"Crime, Comedy",Spring,PG-13,18.511931349559777,17.292653771071507
1634,7.061,130,Drama,Spring,PG-13,17.611596945220743,16.429465751705763
1635,7.239,89,"Thriller, Science Fiction",Fall,NR,12.15894471294942,11.131148385157726
1636,6.311,84,"Comedy, Science Fiction, Adventure",Fall,R,13.573810000522478,17.67759296465573
1637,7.645,94,"Fantasy, Animation, Family",Summer,G,19.194888538360743,17.32321691847633
1638,6.383,123,"Adventure, Fantasy, Mystery",Fall,PG-13,18.37801843551876,17.61483837113889
1639,6.129,97,"Drama, Comedy, Romance",Winter,PG-13,16.49407871914897,16.540598734783863
1640,6.827,115,"Comedy, Drama",Fall,R,19.349058665339808,17.167268222739764
1641,6.134,112,Comedy,Summer,R,18.495011926298034,18.1227796677672
1642,6.199,107,"Action, Adventure, Science Fiction",Summer,PG-13,18.497359215206245,17.21005075859725
1643,5.802,118,"Adventure, Fantasy, Action, Comedy, Thriller",Summer,PG-13,18.97244299555285,18.79281192039116
1644,6.457,97,"Comedy, Drama, Romance",Spring,PG-13,17.877265326133077,17.49966835225139
1645,6.541,122,"Crime, Drama, Horror, Thriller",Fall,PG-13,19.29335855957599,17.259914085079394
1646,6.5,102,"Animation, Adventure, Family, Fantasy",Spring,PG,19.71945829137485,18.732050844699806
1647,8.007,185,"Drama, Romance, War",Winter,PG,13.998521013689253,18.010906942558375
1648,8.251,138,Drama,Fall,R,15.362281787823088,15.700449747083898
1649,6.992,150,"Thriller, Crime, Drama",Winter,R,17.678994902744826,18.093773370865165
1650,7.327,104,"Adventure, Comedy, Family, Fantasy",Summer,PG,18.64980619355541,18.370772420068324
1651,7.526,113,"Drama, Thriller",Summer,PG,19.10356884616728,17.421708393622417
1652,6.95,96,"Drama, Adventure, Science Fiction, Romance",Fall,PG-13,17.004567968171397,17.831743644482987
1653,6.143,86,"Animation, Family, Adventure, Comedy",Fall,PG,19.561166747636445,18.71904683948389
1654,6.664,90,"Action, Adventure, Thriller",Fall,R,18.95925061340651,17.21005075859725
1655,7.383,114,"Family, Drama, Music",Fall,PG,18.44735354658872,17.47472745771521
1656,6.982,119,"Horror, Drama, Science Fiction",Summer,R,18.75928109991053,16.674290855791945
1657,5.941,101,"Horror, Thriller, Mystery",Fall,R,19.32963553302619,17.3298570272318
1658,6.01,100,Comedy,Spring,R,18.82892242182664,17.80098787860592
1659,5.508,107,"Comedy, Adventure",Winter,R,17.96901103203178,18.206452986714087
1660,7.328,100,"Mystery, Science Fiction",Winter,R,17.784281063313855,17.77688933843666
1661,6.528,96,"Horror, Science Fiction, Mystery",Summer,R,17.780304573786736,18.590988245397686
1662,6.15,94,"Comedy, Romance",Winter,R,17.93200220017276,16.190656083647152
1663,6.4,113,"Horror, Thriller",Fall,R,18.580063398555538,17.657049014509166
1664,5.156,89,Horror,Fall,PG-13,18.75165795811654,15.720652454401417
1665,7.4,112,Drama,Fall,R,16.49884966228912,14.766925126763253
1666,5.859,106,"Romance, Comedy",Summer,PG-13,19.602659822254562,18.227639301575003
1667,6.989,99,"Drama, Mystery, Romance",Summer,PG,19.019849323427554,17.96527503710751
1668,7.404,99,"Action, Comedy, Crime, Fantasy",Winter,R,18.970047406649204,17.340472569861237
1669,6.765,124,"Drama, Comedy, Family",Winter,PG,18.959709467839158,18.08355895461392
1670,6.031,93,"Mystery, Fantasy, Adventure, Comedy",Spring,PG,19.545813195021466,18.726766930981128
1671,7.361,89,"Comedy, Horror",Winter,R,15.841165634298946,15.797160614981282
1672,5.516,95,"Horror, Mystery, Thriller",Spring,R,18.938412458697172,17.743070764036595
1673,7.203,104,"Drama, Music",Fall,R,17.621426266502116,16.52477593151009
1674,6.259,126,"Adventure, War, History, Action",Summer,PG-13,19.66073969523937,19.132232039089292
1675,6.899,85,"Drama, Thriller",Spring,R,15.644915463809662,14.804361722527263
1676,5.803,110,"Adventure, Action, Thriller",Summer,PG-13,19.05641513700446,18.489024062722084
1677,6.666,123,"Drama, History",Spring,PG-13,18.385910967473997,17.96527503710751
1678,6.4,104,"Comedy, Romance",Winter,PG,18.898848433892745,17.90252044359067
1679,7.757,102,"Animation, Comedy, Family, Fantasy, Romance",Summer,PG,20.03469816051828,19.1451662990757
1680,7.252,81,"Animation, Comedy",Summer,R,18.884979695997316,17.509005031199525
1681,7.184,113,"Adventure, Fantasy, Family",Winter,PG,19.167635839001512,18.96898982910529
1682,7.501,124,"Drama, Music",Fall,R,18.295794919404614,18.531806598579568
1683,6.874,139,Drama,Winter,PG-13,18.263813785509917,17.276524800937178
1684,7.181,103,"Comedy, Crime, Mystery, Thriller",Fall,R,17.074544603868816,17.023525307015163
1685,6.432,131,"Adventure, Fantasy, Action, Comedy, Family",Summer,PG-13,19.528301423313057,19.048784367029448
1686,7.54,120,"Action, Crime, Romance",Fall,R,17.139829924496564,17.131861754847385
1687,6.708,95,"Horror, Crime, Thriller",Spring,R,15.425337462248836,15.707908883023334
1688,6.85,96,"Thriller, Romance, Adventure",Spring,PG-13,18.14671198187511,17.60863236802143
1689,6.759,117,"Comedy, Drama, Romance",Spring,R,20.085315736968433,16.062805612127864
1690,5.79,125,"Comedy, Romance",Summer,R,19.05941898850817,17.6674564859814
1691,7.533,95,"Animation, Adventure, Comedy, Family, Fantasy",Fall,PG,18.690421645159432,18.023237547395464
1692,6.227,99,"Action, Crime, Thriller",Summer,R,19.391798843652296,19.02579219251179
1693,7.047,85,"Adventure, Animation, Comedy, Family",Fall,G,19.576144456371114,17.716672487575106
1694,7.162,151,"Drama, Horror, Crime, Thriller",Fall,R,15.7701003778123,16.33566669220854
1695,5.784,98,Comedy,Winter,R,16.002191162301973,15.939837682880288
1696,7.318,121,"Comedy, Drama, War",Winter,R,19.674501557870663,17.41979559416438
1697,6.619,95,"Family, Adventure, Fantasy",Winter,PG,19.31484387812403,18.713749080312123
1698,6.3,84,"Horror, Thriller",Spring,R,17.71899315588458,16.897516457074634
1699,7.459,117,"Drama, Romance",Fall,PG-13,17.692681738150142,17.3693110799888
1700,6.5,108,"Horror, Thriller",Summer,PG-13,18.687513472877487,17.256766866578182
1701,6.662,130,"Comedy, Action, Fantasy",Spring,PG-13,18.74047917575887,18.675162669829962
1702,7.627,113,Drama,Fall,PG,19.35529966696847,17.838659418019624
1703,6.431,102,"Action, Thriller, Crime",Winter,PG-13,17.976141791295312,17.88037308026886
1704,6.655,97,"Comedy, Crime",Spring,R,19.33908630467586,16.44626207506692
1705,6.237,98,Horror,Spring,R,19.04004368862991,16.615111441723695
1706,6.673,119,"Thriller, Action",Summer,R,17.491901532256325,17.564251566326142
1707,7.334,99,"Horror, Drama, Thriller",Fall,R,14.309249589786184,16.08574158688345
1708,7.042,133,"Action, Crime, Drama, History, Thriller",Winter,R,18.02139735752396,17.905133460359554
1709,6.599,105,"Comedy, Romance",Summer,PG-13,20.19805202514108,18.13422984290197
1710,6.619,92,Comedy,Winter,PG-13,18.24519199176215,17.01153663071665
1711,6.729,106,"Science Fiction, Thriller, Drama",Winter,PG-13,17.615057046205962,16.597015074279984
1712,6.943,122,"Drama, Romance",Spring,PG-13,18.934520683401956,17.80912210891216
1713,6.491,97,"Adventure, Drama",Summer,PG-13,17.631467842563826,17.98510993925634
1714,6.618,127,"Drama, Thriller, Mystery",Fall,R,18.56141427847191,17.572733330847928
1715,6.577,127,"Action, Adventure, Comedy, Crime, Thriller",Summer,R,20.135100447674894,19.422694895041634
1716,6.965,113,"Action, Thriller",Fall,R,19.053088359258528,17.629126007692722
1717,5.819,100,"Horror, Action, Fantasy",Winter,R,18.406033485815612,17.445819240568664
1718,7.05,102,Comedy,Spring,R,17.25070971904251,15.829650510938036
1719,7.086,123,"Drama, History",Fall,PG-13,18.03138088897776,17.6674564859814
1720,6.445,98,"Thriller, Drama, Mystery",Fall,PG-13,19.724382137753693,18.322808291145424
1721,5.978,110,"Fantasy, Action, Drama",Fall,R,19.596063044649146,18.489024062722084
1722,6.475,100,"Thriller, Horror",Summer,NR,13.076006038205106,14.112108424491986
1723,7.109,113,"Comedy, Crime, Drama",Winter,PG-13,20.115582299408846,18.196124563500856
1724,4.966,102,Horror,Winter,PG-13,18.49359265772004,17.292653771071507
1725,6.49,105,"Horror, Thriller",Fall,R,18.892960566171134,16.995161082197058
1726,6.602,108,"Action, Thriller, Crime, Drama",Summer,PG-13,18.441351433877372,17.86041540329971
1727,6.135,107,"Action, Crime, Drama, Thriller",Spring,R,17.58014552930734,17.454481688194168
1728,5.75,97,Horror,Winter,R,18.730080000470018,17.158079968643175
1729,7.141,164,"Drama, Action, History, Thriller",Winter,R,19.19053599996074,18.56397034796231
1730,6.637,108,"Drama, Horror, Thriller",Spring,NR,13.98027915891439,16.611536262275106
1731,5.492,102,"Adventure, Fantasy",Winter,PG-13,18.848978544943225,18.66509143356786
1732,5.785,119,"Action, Crime, Thriller",Winter,R,18.374132277756573,18.13223560393208
1733,6.752,104,"Comedy, Fantasy, Horror",Summer,PG-13,19.642296865919487,18.64553174333655
1734,7.115,69,"Family, Animation, Adventure",Fall,G,19.25146405035122,17.34090462862795
1735,6.7,115,"Horror, Mystery, Thriller",Fall,R,19.262931859357888,16.720241768877703
1736,6.656,117,"Comedy, Romance, Drama",Summer,PG,18.760648933134966,18.16787463827516
1737,5.998,89,"Family, Comedy, Adventure",Fall,PG,19.392874284117422,18.62097454315075
1738,6.822,103,"Drama, Thriller",Winter,R,16.26455294681638,14.264181811525402
1739,6.886,116,"Adventure, Action, Fantasy",Spring,R,17.425418066654913,17.64192796624519
1740,6.135,119,Comedy,Winter,PG-13,19.283916765556313,18.038903664139863
1741,6.27,100,Comedy,Fall,PG-13,19.270135563482384,18.307884450800568
1742,6.915,103,Thriller,Summer,R,18.108819429958615,15.721546336926085
1743,6.06,98,Comedy,Summer,R,18.44316231158895,17.594978532055713
1744,7.583,134,"Drama, Thriller, Mystery",Winter,R,15.820229580913564,17.204693884277795
1745,6.264,104,"Romance, Science Fiction, Drama, Fantasy",Fall,PG-13,17.242246636163877,18.237048024207592
1746,8.02,129,"Comedy, Crime, Drama",Winter,PG,20.88709534452622,17.519070457482425
1747,7.626,154,"Drama, Thriller",Summer,R,17.477616232906662,15.130609216917414
1748,8.098,131,"Drama, War, Mystery",Fall,R,16.102976128294706,16.104645314729243
1749,8.1,99,"Drama, Romance",Fall,PG,17.09103014495705,12.540342051471587
1750,7.459,134,"Adventure, Fantasy, Comedy",Spring,PG-13,19.18523773679866,18.864128769342585
1751,6.963,90,"Family, Animation, Adventure, Comedy",Summer,PG,18.816834242939652,18.237048024207592
1752,6.221,94,"Comedy, Crime, Action",Spring,PG-13,18.616817647729363,17.082413479433406
1753,7.388,133,"Adventure, Drama, Romance, War, Western",Winter,R,19.66035995424658,17.9823984528658
1754,6.037,97,Horror,Summer,R,19.12294124050849,17.765017024779354
1755,7.1,121,"Romance, Adventure, Science Fiction, Drama",Winter,PG-13,16.767958067597764,17.47497532786546
1756,6.577,149,"Drama, Mystery, Comedy",Winter,R,16.79980835582534,17.106946815521308
1757,7.097,99,"Romance, Drama",Fall,R,17.067481743776682,16.638486138258322
1758,5.918,112,"Action, Science Fiction, Thriller",Summer,R,19.685608925291632,18.991338927958008
1759,6.14,117,"Action, Thriller, Crime",Summer,PG-13,19.122940597523023,18.74584627779108
1760,6.924,99,Horror,Fall,R,14.680486512149399,16.698547639264735
1761,7.987,130,"Crime, Mystery, Thriller, Romance, Drama",Summer,R,17.7389963914793,14.906788170036679
1762,6.13,129,"Drama, History",Summer,PG-13,17.866928399400052,16.611787308499718
1763,6.407,110,"Adventure, Action, Comedy, Western",Spring,PG-13,19.035350444435668,18.44479522158994
1764,6.593,94,"Horror, Thriller, Mystery",Summer,R,16.79042151982797,14.126880658711716
1765,7.023,115,Drama,Winter,R,18.072057063515075,16.819264743069528
1766,6.752,78,"Fantasy, Family, Animation, Adventure",Summer,G,19.762865537079048,15.679471421075469
1767,6.52,82,"Family, Animation",Spring,PG,20.3074594470234,19.28557840095595
1768,6.392,106,"Comedy, Horror, Fantasy",Summer,PG-13,18.444109463691692,18.630867880809408
1769,6.6,93,Comedy,Winter,R,17.379541684985657,17.563616121175446
1770,7.006,96,"Thriller, Horror",Spring,R,18.835463909269958,16.554899133629874
1771,5.407,91,"Action, Adventure, Comedy, Family",Winter,PG,19.424727669534025,17.471737527498217
1772,6.994,92,"Drama, Action, Crime",Fall,R,15.029619217897823,12.744263439922916
1773,6.861,101,"Comedy, Family, Animation",Winter,PG,18.91602215638687,17.91145181407121
1774,6.906,130,"Fantasy, Comedy, Adventure",Fall,R,17.912224126845512,16.76706768647015
1775,8.026,95,"Animation, Drama, Mystery, History",Summer,PG-13,17.81590582593952,15.778526038441733
1776,5.906,120,"Action, Adventure, Comedy",Summer,PG,18.623887986454857,19.045220662099663
1777,6.123,99,Horror,Fall,PG-13,18.501595300459474,16.295695547925455
1778,6.932,108,"Drama, Romance, Fantasy",Summer,PG-13,18.83216572518624,17.87720263560638
1779,6.936,152,"Drama, Horror, Mystery, Fantasy",Fall,R,15.901564143499296,17.049016580086004
1780,7.43,131,"Drama, Crime",Winter,R,17.561441887578837,17.8445535314803
1782,7.442,107,"Animation, Comedy, Adventure, Family",Summer,PG,18.988127103290573,18.40614805590732
1783,7.048,160,"Action, Drama, Western",Fall,R,16.944501049903227,17.657049014509166
1784,6.231,133,"Drama, Romance",Summer,PG-13,19.50875030832517,18.28206726476928
1785,5.172,89,"Adventure, Horror, Thriller",Spring,PG-13,19.415790443666275,18.303306172945906
1786,7.753,120,Drama,Winter,PG-13,18.671942163502326,18.15283207986641
1787,6.257,89,"Action, Adventure, Comedy",Fall,PG,19.122015531528398,17.272160131400213
1788,7.418,92,Comedy,Fall,R,15.72896218987164,10.990355357361077
1789,6.21,137,"Drama, Crime, History",Fall,R,18.60954148985364,17.72688401067519
1790,6.1,111,Comedy,Winter,PG-13,20.026903085495004,17.426895076483472
1791,6.386,85,"Animation, Comedy, Family",Summer,PG,19.260096639143523,18.698502889337327
1792,6.671,101,Drama,Fall,R,18.50670825163291,16.69726459349403
1793,5.9,90,"Drama, Thriller, Crime",Spring,R,16.462647787925604,15.695496576625562
1794,6.0,101,"Science Fiction, Comedy, Adventure",Spring,R,18.358722904336826,17.77124164100329
1795,5.75,91,"Horror, Mystery",Fall,R,19.366761095080783,15.286334991215291
1796,6.538,95,"Drama, Comedy, Crime",Summer,R,17.422325983471612,16.510003697290355
1797,5.428,95,"Adventure, Fantasy, Action",Winter,PG-13,18.689264425604453,17.86041540329971
1798,7.155,138,"Action, Drama, War, History, Adventure",Fall,PG-13,18.88538651555647,18.643061227698073
1799,7.418,93,"Comedy, Drama",Winter,R,17.319900090584756,16.67827704976855
1800,5.312,91,"Fantasy, Comedy, Family",Spring,PG,20.414932887258963,18.40984246769274
1801,7.381,149,"Crime, Drama, Thriller",Summer,R,19.552259018281223,18.215509435042588
1802,6.879,93,"Horror, Thriller",Fall,R,17.534167210704215,14.854846236702844
1803,6.79,129,"Adventure, Fantasy, Action",Spring,R,19.39058635354127,18.015427702433904
1804,5.844,109,"Horror, Fantasy, Adventure, Mystery",Winter,PG-13,17.91423706077596,15.959239592071498
1805,7.344,120,"Comedy, Drama, Romance",Spring,R,18.104536351422894,15.683215858637409
1806,7.122,98,"Thriller, Horror",Summer,R,17.984433670966517,16.30201390163711
1807,7.443,189,"Drama, Comedy",Winter,R,18.035917657474766,18.243737251511078
1808,7.369,115,"Comedy, Crime, Drama",Winter,R,17.879926350676307,17.333901052896977
1809,7.554,121,Drama,Fall,R,16.087986424952465,17.272160131400213
1810,7.336,90,"Thriller, Horror, Drama",Fall,PG-13,15.658977387200975,14.543957694078356
1811,6.459,134,"Drama, Romance",Summer,NC-17,12.722139319764675,15.210720713160095
1812,6.8,106,Horror,Spring,R,16.580293732717582,16.18961351781553
1813,6.483,94,"Action, Crime, Thriller",Spring,R,17.840200329309464,17.54390084364765
1814,5.024,97,"Action, Fantasy, Science Fiction",Winter,PG-13,18.35292414914699,18.076675221606514
1815,5.748,78,"Family, Adventure, Animation, Comedy",Summer,G,19.525006396143468,19.176953816512583
1816,5.7,93,"Horror, Mystery, Thriller",Spring,R,18.84218859739089,16.2351156190462
1817,5.955,105,"Action, Horror, Science Fiction",Summer,R,19.568293317691836,18.558827155698204
1819,6.486,72,"Adventure, Fantasy, Animation, Family",Winter,G,19.088693314236153,17.38519434728453
1820,7.094,108,"Drama, Comedy",Fall,R,17.835295021440537,17.218304633511266
1821,6.081,112,"Thriller, Drama, Action",Winter,PG-13,17.88646230259538,17.68222872020113
1822,6.444,89,"Comedy, Family, Adventure",Summer,PG-13,20.02294355439577,17.38701544107175
1823,5.195,85,"Family, Comedy, Adventure, Fantasy",Winter,PG,19.657396410381416,18.906221573842277
1824,7.029,103,"Horror, Action, Thriller",Summer,R,18.343159487443817,16.88980056653923
1825,6.382,96,"Action, Adventure, Science Fiction",Fall,R,16.77472811147502,14.805255605051931
1826,6.196,90,Comedy,Winter,PG-13,19.623872062286587,18.920645291901042
1827,7.56,121,"Comedy, Drama",Winter,R,18.73812756502495,15.932435561031046
1828,6.982,102,"Comedy, Drama",Fall,PG-13,16.05817627818705,16.26716424422702
1829,7.461,102,"Action, Crime, Thriller",Winter,R,19.46516175569734,17.268604067348825
1830,5.7,95,"Action, Thriller, Science Fiction",Fall,R,17.923022336147824,18.12566399490488
1831,7.778,178,"Crime, Drama, Thriller",Spring,R,17.178080158695916,16.666404736111247
1832,6.443,100,Drama,Winter,R,16.734695291020888,16.295695547925455
1833,6.102,86,"Horror, Mystery, Thriller",Spring,R,18.625417377530425,16.411163987318076
1834,6.735,92,"Animation, Adventure, Family",Winter,PG,19.720365516464053,19.087948284387892
1835,7.25,115,"Romance, Thriller",Winter,PG-13,18.707698109344626,17.459085168886922
1836,6.302,102,Comedy,Fall,R,17.954108544726815,17.391993240329803
1837,7.403,89,Horror,Spring,NR,17.44306001333683,13.19456477128747
1838,8.178,120,"Drama, Romance",Summer,R,16.33275913510901,15.785350252041455
1839,6.616,109,"Drama, Adventure, Romance",Fall,PG-13,18.214245770363963,17.629126007692722
1840,7.256,108,"Action, Thriller, Crime",Winter,R,18.37650559890425,16.256242062704157
1841,6.494,106,"Comedy, Romance",Fall,R,17.586836610417947,17.167268222739764
1842,5.773,96,Science Fiction,Summer,R,19.285288720908987,19.053352992090662
1843,7.111,116,"Drama, Thriller, Crime",Winter,PG-13,19.016831718201033,17.972981012186647
1844,5.631,93,"Comedy, Family, Science Fiction",Fall,PG,19.678299281461936,18.878670317849465
1845,5.964,96,"Comedy, Drama, Thriller",Summer,PG-13,19.159666236323222,18.37677758263871
1846,6.029,107,"Horror, Science Fiction, Action",Fall,R,17.735070538817194,17.218304633511266
1847,8.287,81,"Animation, Thriller",Winter,R,12.29657036390559,14.294722894240836
1848,6.064,93,"Family, Adventure, Comedy, Fantasy, Animation",Winter,PG,19.853809585545214,18.416173517696155
1849,6.725,96,"Drama, Music, Romance, Comedy",Summer,R,16.52104164529439,15.90386789372004
1850,5.931,91,"Horror, Mystery, Thriller",Fall,R,18.614101939752018,17.944810135219953
1851,7.186,120,"Science Fiction, Drama, Mystery",Fall,PG-13,18.31912540507938,18.27202039013541
1852,5.841,91,"Drama, Horror, Mystery",Summer,R,17.032894522601605,15.683215858637409
1853,7.3,102,"Adventure, Family, Fantasy",Summer,PG,17.413294136522047,18.088215068873613
1854,6.8,115,"Horror, Adventure, Action, Thriller",Summer,NR,17.767489182155327,16.8465427870724
1855,6.559,108,"Action, Horror, Mystery, Science Fiction, Thriller",Fall,R,17.241275337082644,17.710148550943213
1856,6.684,98,"Music, Drama, Romance",Winter,PG-13,19.230004602129764,17.349433625911008
1857,6.932,95,"Drama, Comedy, Romance, Fantasy",Fall,PG-13,18.94878980324239,18.37591811645937
1858,5.954,115,"Fantasy, Comedy, Romance",Spring,PG-13,18.84080032234856,17.8379819224531
1859,7.513,109,"Romance, Drama",Spring,R,16.540691244710715,15.225492947379827
1860,6.329,128,"Crime, Drama, Thriller",Winter,R,17.39871590019569,17.40062619030522
1861,6.636,87,"Adventure, Animation, Comedy, Family",Fall,PG,19.304559434319508,18.34696621263859
1862,7.332,135,"Crime, Drama",Winter,R,17.564680847433852,15.998899986164638
1863,7.984,170,"Drama, Comedy",Winter,PG-13,18.46213623152609,16.410865566812955
1864,8.057,115,"Drama, Action, Crime",Fall,R,16.947714726776034,15.642145993966903
1865,6.47,103,"Action, Comedy, Crime",Spring,R,20.55851215790029,18.187050746878047
1866,6.536,135,"Adventure, Family, Fantasy, Romance",Spring,PG,20.191159075721803,19.36830985038991
1867,5.7,111,"Drama, Horror, Thriller",Fall,PG-13,17.88395102220414,17.01821692536975
1868,4.577,90,Comedy,Winter,R,17.606241691418067,15.918640127939772
1869,6.746,115,"Drama, Action",Spring,PG-13,17.942698758979514,17.20967168353585
1870,7.75,96,"Comedy, Drama, Romance",Spring,R,19.035986249610836,17.5394914292788
1871,7.843,121,"Drama, Crime",Fall,R,17.456139829680033,16.908718203533176
1872,6.5,129,"Crime, Thriller",Fall,R,18.35553813877133,17.790953924815383
1873,6.8,97,"Animation, Adventure, Family, Fantasy",Summer,PG,19.129889202089892,18.56974933722106
1874,7.227,102,"Comedy, Romance",Fall,PG-13,18.838222912753366,17.439088423372137
1875,5.571,102,"Comedy, Action, Science Fiction",Summer,R,18.366142576095065,18.3622111671616
1876,6.198,110,Horror,Summer,R,18.643623581551296,16.963901833949222
