,vote_average,runtime,genres,season,rating,revenue_adj,budget_adj
939,6.64,96,"Comedy, Drama",Fall,R,243858203.96816373,55110858.44229676
940,7.328,121,"Music, Drama, History",Spring,R,208995399.02745995,49961861.17467582
941,6.2,94,"Animation, Family, Adventure, Science Fiction",Spring,PG,568082783.3648286,260581691.0813998
942,6.176,129,"Adventure, Science Fiction",Fall,PG-13,106382337.21794349,126842217.80228913
943,6.435,130,"Fantasy, Action, Mystery",Summer,PG-13,130244409.20270973,81917665.4507556
944,6.997,116,"Drama, History",Winter,PG-13,232744824.45076776,64734247.79380576
945,6.301,100,"Fantasy, Comedy, Family",Spring,PG,602292908.8063872,104590818.36327344
946,5.627,107,"Science Fiction, Action, Adventure",Fall,R,203635203.27272287,111621151.66601443
947,7.281,122,"Crime, Drama, Thriller",Fall,R,119721060.19507079,82433141.05925538
948,6.4,140,"Action, Adventure, Drama",Spring,PG-13,466723737.78953046,290188151.5734677
949,7.1,136,"Drama, Thriller, Crime",Summer,R,62478434.038901605,23731884.057971016
950,6.046,113,"Adventure, Fantasy",Winter,PG-13,578168925.5869101,279582641.6884041
951,8.552,190,"Comedy, Drama, Romance",Fall,G,209181636.72654688,27611976.04790419
952,5.847,150,"Adventure, Drama, Action",Winter,PG-13,360254137.0543272,188170112.34802237
953,6.8,124,"Action, Drama, War, Romance, Thriller",Fall,R,158609360.411285,112799473.23101859
954,5.783,83,Comedy,Summer,R,253568139.13877782,80799543.11821815
955,7.084,180,"Romance, Drama",Fall,NC-17,13879165.336112557,5870766.023970818
956,7.072,136,"Fantasy, Drama",Winter,PG-13,139405754.8486097,96787485.25880563
957,7.698,83,"Animation, Adventure, Comedy, Family, Drama",Spring,G,217583154.4980237,142021456.8040655
958,7.219,118,"Adventure, Drama, Comedy",Spring,R,20778950.866336633,35992574.25742574
959,6.549,97,"Drama, Science Fiction",Summer,PG-13,90026570.93315549,33601805.77643257
960,7.1,137,"Action, Adventure, Thriller",Summer,R,682277772.2953367,152720207.25388598
961,6.5,91,Horror,Spring,R,133174848.4835852,23210005.21104742
962,7.57,123,"Action, Adventure, Family, Comedy",Spring,PG,435478391.7294158,118155107.61872223
963,7.575,128,"Drama, Romance, Music",Spring,PG-13,321785857.50770986,94266133.63792118
964,6.857,107,"Drama, Action",Fall,PG-13,161622234.34128553,145975788.88720053
966,6.8,100,"Romance, Comedy",Winter,PG-13,58557948.75463721,11434830.792402452
967,6.4,91,"Animation, Comedy, Family, Science Fiction",Spring,PG,432792933.69690615,123649711.58888307
968,6.033,100,"Drama, Horror",Fall,R,112492461.9906201,40958832.7253778
969,5.512,110,"Drama, Thriller, Science Fiction",Spring,PG-13,52631356.74912184,23304329.205770075
970,6.3,124,"Action, Adventure, Science Fiction",Spring,PG-13,184281883.28892803,135941920.36699212
971,6.734,106,"Science Fiction, Thriller, Romance",Spring,PG-13,182551925.80974737,71667718.63066073
972,7.4,147,"Crime, Fantasy, Drama",Fall,R,214102632.90771556,95128593.04084718
973,7.837,140,"Drama, Action",Fall,PG-13,33276399.631282832,35691094.93558802
974,7.674,99,"Adventure, Family, Fantasy, Comedy, Romance",Fall,PG,87256362.1942446,45237410.07194244
975,7.496,110,"Comedy, Drama",Fall,R,128276007.99543117,37706453.45516847
976,7.752,107,"Drama, Thriller",Fall,R,151220161.3563579,49356357.92778649
977,6.073,95,"Adventure, Animation, Family, Comedy, Science Fiction",Summer,PG,542205885.4074862,139340525.75596413
978,6.855,94,"Animation, Family, Fantasy",Fall,PG,484364253.1478666,297807646.9501712
979,7.286,110,"Adventure, Action, Comedy, Thriller, Crime",Spring,R,339866193.60431653,42410071.94244604
980,5.817,92,Comedy,Spring,R,144328280.91981968,46446841.91865471
981,7.701,103,"Horror, Thriller",Summer,R,173409529.50051245,18260334.813802525
982,6.981,157,"Thriller, Drama, History",Winter,R,184231500.71868175,55482760.9026537
983,7.025,107,"Action, Science Fiction, Thriller",Winter,R,9514807.385657819,35505364.201016374
984,7.031,102,"Comedy, Fantasy",Fall,PG-13,447313244.6835067,70074294.205052
985,6.195,109,"Action, Comedy",Summer,PG-13,380131633.9863489,169760068.67047858
986,6.544,83,"Family, Comedy, Animation",Spring,PG,544448282.686838,126838124.05446291
987,6.283,113,Comedy,Spring,R,325946772.5921514,69353451.12831712
988,6.862,115,"Action, Comedy, Crime, Drama, Thriller",Summer,R,172855790.0996133,64734247.79380576
989,6.14,83,"Adventure, Animation, Comedy, Family",Fall,PG,334162575.0445545,116732673.26732673
990,5.8,92,"Comedy, Family, Fantasy, Animation",Winter,PG,561287988.1788001,93194213.89613469
991,6.677,140,"Crime, Action",Summer,R,318809965.4168028,148903823.4750856
992,7.304,102,"Western, Crime, Drama",Summer,R,49882973.97558628,15924631.51496733
993,5.913,102,Comedy,Winter,R,124839858.86643367,15261105.201843692
994,6.243,130,"Action, Crime, Comedy",Spring,R,119197779.24960916,34132360.604481496
995,5.469,112,"Adventure, Action, Fantasy",Summer,PG-13,600931526.2080728,215974985.78737918
996,6.352,104,"Action, Thriller, Mystery",Winter,PG-13,152137583.7558045,38052665.34068674
997,6.529,125,"Comedy, Romance",Spring,R,411708947.8900932,46398423.416264415
998,6.2,90,Comedy,Fall,PG-13,109135011.00171329,50275271.27355796
999,6.639,112,"Family, Fantasy, Adventure",Spring,PG,441268929.7387491,212337909.99237224
1000,7.747,120,"Drama, War, Action",Winter,R,397390598.8686131,17211678.832116786
1001,7.1,134,"Drama, History, Crime, Thriller",Fall,R,49574991.60208681,53082105.0498911
1002,6.05,88,"Mystery, Adventure, Comedy",Summer,PG,489353930.1140598,149122529.64426875
1003,6.043,84,"Family, Fantasy, Comedy, Adventure",Winter,PG,574330854.4418745,254505173.46317708
1004,6.8,108,"Thriller, Science Fiction, Action",Winter,R,99065165.81516586,42838862.559241705
1005,5.75,125,"Fantasy, Comedy",Winter,PG,286156166.13143176,67203611.55286513
1006,6.473,119,"Comedy, Romance",Summer,R,475614716.5390666,65946512.8474043
1007,7.282,88,Comedy,Summer,PG,337246692.30848324,14143958.8688946
1008,6.897,97,"Animation, Comedy, Family, Fantasy",Summer,PG,670487963.3029003,101473774.2418313
1009,6.389,132,"Action, Crime, Drama, Thriller",Spring,PG-13,273219825.7425742,88708767.24978197
1010,7.533,127,"Crime, Drama, Thriller",Winter,R,246836135.59270898,69164047.76869893
1011,7.152,98,"Comedy, Family, Science Fiction",Summer,PG,68132385.94818652,73305699.48186527
1012,6.456,119,"Drama, Adventure, Romance, Thriller",Winter,R,268314460.13744074,74502369.66824643
1013,7.417,150,"Drama, Science Fiction, Mystery",Summer,PG,338153560.2614708,177850408.54808298
1014,6.41,118,"Action, Crime, Thriller",Summer,PG-13,441803334.15639806,167630331.7535545
1015,7.284,83,"Animation, Family",Fall,G,236585756.4507042,36901408.45070422
1016,7.376,106,Drama,Summer,PG-13,105207042.86667009,14784794.541630328
1017,7.38,116,Drama,Winter,R,135832733.98773342,36273518.94668346
1018,7.47,127,Drama,Winter,R,1038775257.2786177,50928725.701943845
1019,7.076,91,Drama,Fall,PG-13,895440154.6009477,92382938.38862558
1020,7.14,120,"Action, Thriller, Drama",Summer,PG-13,63740187.85057235,41437215.81107954
1021,7.273,97,"Comedy, Romance",Summer,PG-13,118462849.21357284,25101796.407185625
1022,6.382,109,"Horror, Thriller, Crime",Fall,R,261404296.82299542,15854765.506807864
1023,6.431,125,"Action, Adventure, Science Fiction",Winter,PG-13,491226711.49327207,206366918.2802757
1024,6.674,104,"Horror, Mystery, Thriller",Summer,PG-13,206523685.40431586,38830922.45672279
1025,7.366,124,"Crime, Drama",Spring,R,149537143.70302683,95163906.33923471
1026,5.9,101,"Adventure, Science Fiction, Action, Horror",Summer,PG-13,301204519.95680344,118833693.30453564
1027,7.751,94,Comedy,Summer,R,95497172.52122986,18412884.333821375
1029,7.259,118,Drama,Summer,PG,392112314.84626645,32222547.584187403
1030,7.158,152,"Horror, Thriller, Fantasy",Fall,R,90408126.16323417,56207093.8215103
1031,5.744,117,"Action, Adventure, Fantasy, Thriller",Summer,PG-13,277023640.04843146,164380847.5509081
1032,7.914,130,Western,Summer,R,362339618.65894276,32783200.579290368
1033,7.415,113,"Comedy, Drama, Fantasy",Fall,R,43751153.87948874,24876445.526475955
1034,8.453,124,"Drama, Romance",Fall,PG,32582386.122731198,13586862.57562662
1035,6.341,94,"Horror, Action, Science Fiction",Fall,R,219663801.96544278,76393088.55291577
1036,7.4,96,"Horror, Science Fiction",Summer,R,173921602.0948905,43029197.08029197
1037,6.867,117,"Comedy, Romance",Summer,R,784647566.4165946,81521175.45375971
1038,5.551,96,"Fantasy, Comedy, Family",Summer,PG,270947769.07754326,271816457.1970595
1039,6.145,94,"Adventure, Action, Science Fiction",Winter,PG,493370408.94712466,109578452.78274105
1040,6.533,108,"Comedy, Fantasy",Summer,PG,559208138.9529314,96059454.99587117
1041,6.794,131,"Action, Adventure, Thriller",Winter,R,151355863.34839553,120191756.3135078
1042,6.834,108,"Drama, Romance, War",Winter,PG-13,166824966.41515177,36273518.94668346
1043,6.253,119,Comedy,Summer,PG-13,60072954.66388744,79187076.60239708
1044,6.111,101,Comedy,Summer,PG-13,337258138.8014591,109223553.93434079
1045,7.918,110,"Animation, Family",Winter,PG,487978530.6328417,102162992.86648163
1046,6.674,106,"Horror, Thriller",Fall,PG-13,219812402.29286087,6826472.120896299
1047,7.426,121,"War, Action, Drama, History",Winter,R,203832451.59979156,54611776.967170395
1048,7.417,107,"Drama, Romance",Spring,PG-13,84786955.65494974,21414656.961352807
1049,7.725,126,Drama,Winter,PG-13,455678131.3884993,57323983.16970547
1050,7.057,95,"Comedy, Horror, Thriller",Summer,R,71964786.298627,7494279.176201373
1051,5.725,99,"Fantasy, Adventure",Spring,PG-13,418853347.8710873,208060353.38495138
1052,7.494,100,"Action, Thriller, Science Fiction",Spring,R,21191123.43313148,6342110.890114456
1053,6.685,91,"Adventure, Action, Thriller, Science Fiction",Spring,R,460322108.3455343,1611127.3792093704
1054,7.451,124,"Fantasy, Comedy, Adventure",Fall,PG-13,229566254.5587999,90143817.23513085
1055,6.248,100,Horror,Winter,PG-13,200012589.9009901,20479416.3626889
1056,6.769,122,"Drama, History",Fall,R,46333763.520989954,40358226.3261263
1057,6.496,100,Comedy,Summer,R,244092850.06331357,26541052.52494555
1058,7.015,124,"Crime, Drama, Thriller",Fall,R,371379537.49971765,138470920.38396385
1059,6.543,125,"Horror, Mystery",Spring,R,159507082.42057487,79273827.53403932
1060,6.583,100,"Horror, Thriller, Science Fiction",Spring,R,101036006.85321319,23298553.474033672
1061,7.265,142,"Action, Crime, Thriller",Spring,PG-13,727143804.0827043,350823761.07646865
1062,7.599,141,"Crime, Drama, Mystery",Fall,R,168904707.75440592,81921546.33314383
1063,6.629,117,"Crime, Thriller, Mystery, Comedy",Summer,R,123854597.76735103,25368443.560457826
1064,7.44,137,"Drama, War",Winter,PG-13,219679112.98414814,87364695.01872467
1065,5.405,97,Comedy,Summer,R,169446526.22992867,53762889.2422921
1066,6.376,111,Comedy,Winter,R,156728531.37821,50427999.79739655
1067,8.0,129,Drama,Fall,R,92946015.42416452,72740359.89717223
1068,6.182,108,Comedy,Fall,R,144716736.95172626,56451033.70440671
1069,7.524,120,"Drama, Horror, Mystery, Thriller",Summer,R,48183660.576778986,18559369.36650577
1070,5.917,124,"Action, Adventure, Thriller",Summer,PG-13,492545292.49463576,124268774.7035573
1071,5.738,154,"Science Fiction, Action, Adventure",Summer,PG-13,620050059.3282903,428078668.6838123
1072,5.819,98,"Action, Adventure, Comedy, Crime, Thriller",Fall,PG-13,491912223.62559235,171355450.23696682
1073,6.387,108,"Thriller, Mystery, Horror",Summer,PG-13,108348673.62433194,21634516.136431403
1074,7.652,123,"Drama, Romance",Fall,R,203499854.68342423,46597106.948067345
1075,8.036,161,"History, Music, Drama",Fall,R,160356430.98724237,55536800.78508341
1076,7.358,135,"Science Fiction, Drama",Fall,PG,1649332263.9589741,107487179.48717947
1077,7.846,181,"Adventure, Drama, Western",Spring,PG-13,1046870186.9010988,54291993.72056514
1078,7.174,105,"Comedy, Drama",Fall,R,24953430.46142937,11943473.636225497
1079,6.294,107,"Action, Comedy, Crime",Summer,PG-13,247288080.26692876,145094075.78673384
1080,6.51,124,"Drama, Comedy",Winter,PG-13,136053041.41339368,80716452.6522526
1081,6.7,122,"Thriller, Drama, Adventure, Action, History",Winter,PG-13,126349173.60284457,134527421.08708766
1082,7.188,134,"Drama, History",Winter,PG-13,182298174.2458902,89342294.08505136
1083,6.7,95,Comedy,Summer,PG-13,153760932.54427645,44138228.94168466
1084,5.758,99,"Action, Adventure",Summer,PG-13,329055578.12548095,134407223.10573027
1085,6.532,109,"Action, Comedy, Crime",Summer,R,180137507.4622199,83282959.87493485
1086,6.52,92,"Family, Animation, Adventure, Comedy",Fall,PG,502080996.3987072,177417534.49956393
1087,7.461,131,"Action, Thriller, Drama",Summer,PG-13,813285686.8443198,97009817.67180926
1088,5.629,127,"Action, Adventure, Fantasy",Winter,PG-13,199961436.29640886,185787367.67461884
1089,6.721,142,"Fantasy, Adventure, Family",Spring,PG-13,437121097.89408946,214827468.3976768
1090,7.737,133,"Music, Comedy, Action, Crime",Summer,R,465659092.7506426,109110539.84575835
1091,6.808,136,"Mystery, Science Fiction, Romance, Fantasy, Thriller, Drama",Winter,R,365193000.6304968,122097087.37864077
1092,7.526,95,"Adventure, Animation, Family, Fantasy, Science Fiction",Fall,PG,194530544.07679275,248537549.4071146
1093,7.181,126,"Action, Family, Drama",Summer,PG,402465278.8851815,24683022.571148183
1094,6.358,113,"Crime, Drama, Action, Thriller",Winter,R,143630206.2845232,81917665.4507556
1095,7.234,104,"Drama, Romance",Winter,PG-13,272024444.9209185,41612070.67699027
1096,7.321,107,"Adventure, Comedy, Crime",Summer,PG-13,133863490.50710899,48426540.284360185
1097,7.163,128,"Comedy, Family",Summer,PG,179201225.61386138,29183168.316831682
1098,6.286,94,"Horror, Action, Science Fiction",Fall,R,230519095.5062841,69895660.42210102
1099,6.2,103,"Comedy, Romance",Summer,R,400482275.30654925,95167859.10842048
1100,6.3,119,"Science Fiction, Action, Thriller",Fall,R,134259360.55237103,51881188.118811876
1101,7.74,101,"Drama, Romance",Winter,PG,84316214.51383398,20948164.87859966
1102,6.438,108,"Drama, Mystery, Thriller",Summer,PG-13,435775919.4816415,101857451.40388769
1103,6.008,116,"Comedy, Western",Spring,R,116141281.4856615,53762889.2422921
1104,7.741,100,"Animation, Fantasy, Family",Summer,G,301477261.84195566,62078209.994314946
1105,6.3,90,"Crime, Comedy, Adventure",Fall,PG-13,444271534.09980035,62754491.017964065
1106,6.298,88,"Fantasy, Action, Horror",Winter,R,222087326.06445637,97094831.57964396
1107,7.348,124,"Drama, Thriller, Crime, Romance",Fall,R,140641447.2239119,24729942.317776613
1108,6.908,144,"Drama, Action, Adventure, History, War",Spring,R,359610665.59412694,214326166.754064
1109,8.256,181,"Drama, History",Summer,R,963423957.9914671,103183459.14013785
1110,6.29,125,"Action, Adventure, Science Fiction",Spring,PG-13,86460274.42417926,60072954.66388744
1111,6.727,116,"Action, Thriller, Crime",Summer,R,442674081.5185418,148208673.79006913
1112,5.963,101,"Thriller, Horror",Spring,PG-13,120919311.56305599,4439477.6230801195
1113,6.525,116,"Action, Comedy, Crime, Thriller",Summer,PG-13,202200104.2209484,114684731.63105783
1114,5.971,84,Comedy,Fall,R,381836320.44468904,83055586.13098514
1115,6.877,99,Drama,Spring,PG,900190880.1696712,56678685.04772004
1116,7.302,141,Drama,Fall,R,112524904.61191197,67203611.55286513
1117,7.25,127,"Adventure, Fantasy, Romance, Family",Summer,PG-13,213593589.51861513,108726582.8788238
1118,8.103,116,Drama,Fall,R,25396946.679902058,5270862.285752102
1119,7.479,110,"Drama, Thriller, Crime, Mystery",Winter,R,89276410.42057487,42807866.86838123
1120,7.961,125,"Adventure, Fantasy, Animation, Action, Family, Romance",Summer,PG,14999266.686131386,8605839.416058393
1121,6.2,107,"Science Fiction, Action, Thriller",Summer,R,184607702.1473369,58037630.31469353
1122,6.829,115,"Family, Animation, Comedy, Science Fiction",Summer,PG,196744563.78191158,180287634.4702617
1123,6.5,119,"Action, Science Fiction",Summer,PG-13,196538592.09071276,178250539.95680344
1124,7.946,124,"Animation, Science Fiction, Action",Summer,R,1503171.6715643904,27173725.15125324
1125,7.973,101,"Drama, Romance",Winter,R,12524512.031936126,5229540.918163672
1126,6.57,106,"Fantasy, Action, Thriller",Winter,R,176743397.31316185,79273827.53403932
1127,5.949,110,"Fantasy, Action, Thriller, Science Fiction",Summer,PG-13,310187012.3148046,134965327.46285087
1128,5.822,96,"Fantasy, Action, Comedy",Summer,PG-13,84168353.30901511,177488275.14330378
1129,6.598,117,"Action, Comedy, Crime",Summer,R,216636973.21521625,58707660.23970818
1130,7.197,102,"Adventure, Fantasy, Family, Drama",Spring,PG,62197539.10893032,83305201.17762512
1131,7.666,135,Drama,Summer,R,1446976.6996009958,19026332.67034337
1132,6.55,136,"Action, Adventure",Summer,PG-13,486947472.9653465,184826732.67326733
1133,6.782,94,"Fantasy, Comedy, Animation, Science Fiction, Family",Spring,PG,496232652.8550706,181612018.46756834
1134,6.115,105,"Action, Science Fiction, Fantasy",Spring,PG-13,179918004.78305432,80560300.6491288
1135,7.197,107,"Comedy, Thriller, Horror",Fall,R,85531623.09531944,37594806.969593436
1136,6.712,90,"Action, Comedy, Crime",Summer,PG-13,623639246.99486,161599086.2364363
1137,5.988,97,"Horror, Action, Thriller",Summer,R,173845202.35771602,16489488.314297587
1138,6.5,120,"Horror, Mystery",Winter,R,340609816.68384665,47426775.61282212
1139,4.662,103,"Action, Adventure, Fantasy",Summer,PG,463885900.79884803,217641113.68010074
1140,7.057,141,"Action, Thriller",Summer,R,814778591.0971273,247305061.55950755
1141,6.266,129,"Comedy, Romance, Drama",Summer,R,341591612.8408821,46597106.948067345
1142,5.802,95,"Action, Horror, Science Fiction",Fall,R,333117463.093111,90159486.46681225
1143,6.2,90,"Horror, Mystery",Winter,R,157357682.7605944,44988442.48761695
1144,5.729,120,"Thriller, Science Fiction, Action, Adventure",Summer,PG-13,650367624.5345516,179554540.262707
1145,7.405,96,"Comedy, Romance, Drama",Summer,R,240988628.0957886,41539223.781998344
1146,7.335,109,"Comedy, Action, Adventure, Fantasy",Fall,PG-13,1367508.558713964,36562249.24507018
1147,7.667,118,"Romance, Drama",Winter,PG-13,22119925.07713885,24252454.417952314
1148,6.247,148,"Action, Crime, Drama, Horror, Science Fiction, Thriller, Fantasy",Spring,R,229205679.28985938,108172580.68215702
1149,6.67,91,"Animation, Comedy, Family, Fantasy",Summer,PG,222244185.00453854,118910741.30105898
1150,7.185,105,"Action, Comedy, Crime",Winter,R,976091602.3866535,43195289.49950932
1151,7.245,99,"Adventure, Animation, Drama, Family",Winter,PG,425321697.44554454,136188118.81188118
1152,5.669,80,"Animation, Comedy, Family",Summer,PG,340890634.3930886,84881209.50323974
1153,6.647,97,"Comedy, Family, Fantasy",Fall,PG,389491657.6378646,55370390.75399009
1154,5.216,94,"Drama, Crime",Winter,R,43312988.05627931,6826472.120896299
1155,6.706,116,"Comedy, Fantasy, Music, Romance",Summer,PG-13,110031128.02250192,32475209.763539284
1156,5.88,81,"Animation, Family, Comedy",Fall,G,518393444.55165184,247299423.17776614
1157,6.749,96,"Comedy, Romance",Summer,PG-13,254562873.08737862,32319817.247287262
1158,6.434,127,"Comedy, Romance",Winter,PG-13,696805217.3033174,130379146.91943127
1159,8.087,98,Drama,Spring,NR,32004790.419161674,5438722.554890219
1160,6.332,81,"Horror, Thriller, Mystery",Summer,PG-13,197556778.45312262,6502557.86861166
1161,7.042,101,"Horror, Action",Spring,R,173630815.61987042,44138228.94168466
1162,6.809,110,"Comedy, Crime",Fall,R,45822846.04327973,20806035.338495135
1163,7.785,147,"Drama, Music, History",Summer,R,271254353.40148133,37667677.904384546
1164,7.277,113,Thriller,Spring,R,141894737.5503913,15532368.982689116
1165,7.1,137,"Action, Adventure, Fantasy",Spring,R,74795523.68978477,75189613.93918687
1166,6.3,146,"Horror, Mystery, Science Fiction",Winter,R,34464516.1147921,51787398.23504461
1167,6.667,113,"Action, Mystery, Thriller",Winter,PG-13,186716388.46442014,42829313.92270561
1168,7.245,96,"Drama, Romance",Spring,PG-13,79779962.92193593,12946849.558761153
1169,6.669,109,"Adventure, Comedy, Science Fiction",Spring,PG,172249680.07551128,82433141.05925538
1170,7.6,102,"Thriller, Mystery, Drama",Summer,PG-13,95717721.329584,1268422.1780228913
1171,6.52,111,"Comedy, Crime, Action",Winter,PG-13,394862559.24170613,83815165.87677725
1172,5.855,123,"Action, Horror, Fantasy",Winter,R,218832867.55075595,110345572.35421166
1173,7.307,85,Horror,Fall,NC-17,107012967.6413793,1264827.5862068965
1174,5.914,106,"Comedy, Crime",Winter,PG-13,84463789.0492833,29195157.777440105
1175,7.245,104,"Comedy, Music, Romance, Drama",Fall,R,86648220.85461177,10922355.39343408
1176,7.848,103,"Animation, Family, Fantasy, Adventure",Summer,G,11664777.41370768,17913790.255986787
1177,7.592,110,"Drama, Comedy, Music",Fall,PG-13,203540963.78672984,9312796.208530804
1178,6.563,117,"Drama, Thriller, Action, Adventure",Winter,R,107190379.04572828,34676725.56415856
1179,6.538,90,"Animation, Family, Fantasy, Adventure, Comedy",Fall,PG,792324429.1867788,185593693.66505766
1180,5.946,97,"Horror, Thriller, Mystery",Winter,PG-13,98108193.81046447,13270526.262472775
1181,7.751,93,"Comedy, Drama, Romance",Spring,PG,205773606.89230767,21497435.897435896
1182,6.653,92,"Action, Thriller, War",Winter,R,168675406.3672541,74474133.03013074
1183,7.166,165,"Drama, History, War, Action",Summer,R,400998466.3791469,204881516.58767772
1184,6.621,132,"Adventure, Action, Drama",Spring,PG-13,355974150.92079204,68094059.40594059
1185,7.502,102,"Fantasy, Action, Thriller",Spring,R,109017817.2147743,49461012.31190151
1186,6.154,119,"Drama, Action, Fantasy",Winter,PG-13,207229629.0672225,238926524.23137048
1187,6.97,119,"Drama, Romance",Winter,R,113172650.1421262,52131893.12109152
1188,5.605,138,"Science Fiction, Action, Thriller",Spring,PG-13,737389195.7524753,252920792.07920793
1189,6.4,102,"Crime, Action, Thriller",Summer,R,52966682.35776945,87364695.01872467
1190,5.003,96,"Action, Fantasy, Thriller",Winter,PG-13,189254072.42658576,81375696.45314068
1191,7.032,132,"Crime, Thriller",Fall,R,57810460.59210891,33631855.271771915
1192,6.521,89,"Action, Thriller, Drama",Fall,R,114275707.88520214,62452326.46834478
1193,6.04,97,"Action, Adventure, Horror, Science Fiction",Fall,R,435613163.7320189,87056445.4720403
1194,6.88,130,"Adventure, Action, Thriller",Fall,PG-13,736725244.774451,121325349.30139719
1195,6.534,118,"Thriller, Horror",Spring,R,4482027.351466343,9289368.383730942
1196,5.767,103,"Animation, Family, Adventure, Comedy, Fantasy",Summer,PG,804833224.2826588,157040817.71658725
1197,6.865,149,"History, Drama",Fall,PG-13,381851016.6104163,90159486.46681225
1198,6.3,103,"Adventure, Horror, Comedy",Summer,PG,212772319.81583774,78025904.23051085
1199,6.1,93,"Horror, Mystery",Winter,R,188497738.36006048,39636913.76701966
1200,6.619,96,"Action, Adventure, Thriller, War",Spring,R,895221761.3345971,131124170.61611374
1201,7.521,95,"Animation, Family, Adventure, Fantasy, Comedy",Fall,PG,263133407.3830004,79218206.69765206
1202,6.957,99,"Adventure, Horror",Summer,R,94188151.48820136,5770319.874147876
1203,6.919,109,"Comedy, Crime",Summer,PG-13,191978335.52915767,62812095.03239741
1204,7.18,90,"Mystery, Thriller",Spring,R,156178305.54980737,48449091.909741335
1205,6.587,116,Comedy,Summer,R,278026078.7061611,94990521.32701421
1206,6.878,104,"Music, Drama, Romance, Crime",Summer,PG-13,181053252.12708014,19025718.608169436
1207,7.2,100,"Comedy, Drama",Fall,R,55946195.33472888,11421150.379388165
1208,6.754,116,"Comedy, Romance",Winter,PG-13,307136766.4986241,86516235.55310953
1209,7.009,132,"Action, Drama, Thriller",Fall,R,487650423.50495046,175099009.9009901
1210,6.265,84,"Adventure, Animation, Comedy, Family",Fall,PG,282405099.06202716,236236006.05143717
1211,6.462,97,"Comedy, Family, Fantasy",Summer,PG,278316382.9433132,44988442.48761695
1212,7.244,89,"Family, Adventure, Animation, Comedy, Fantasy",Spring,PG,142360482.042654,176943127.96208528
1213,6.888,127,"Thriller, Mystery",Spring,R,803478053.769732,111553946.41564083
1214,5.321,135,"Drama, Science Fiction",Winter,R,71212708.8976647,88038576.99957584
1215,6.25,105,"Action, Thriller, Science Fiction",Summer,R,113222033.93973848,67026719.72711767
1216,6.298,99,Comedy,Summer,R,140425356.13909724,41703500.53699718
1217,6.623,111,"Action, Comedy, Crime",Summer,R,151368441.53496304,40216031.83627061
1218,7.116,143,"Science Fiction, Action, Adventure",Winter,PG,1510216717.7471998,276671999.99999994
1219,6.998,111,"Adventure, Drama",Fall,R,41150025.7740015,47649223.51202739
1220,7.847,156,"Drama, History, War",Fall,R,156489669.90064794,31134003.239740822
1221,6.792,96,"Drama, Romance",Summer,PG-13,143599980.6708357,22342239.909039225
1222,7.181,97,"Drama, Comedy",Winter,PG-13,272395041.0481385,69895660.42210102
1223,7.393,139,"Drama, Comedy, Romance",Winter,PG-13,620852084.5908234,98805782.52671276
1224,7.8,106,"Drama, Action, History",Winter,R,32930657.86242183,17450150.289937463
1225,5.702,113,"Comedy, Action",Summer,PG-13,304321266.6287663,134053439.45423535
1226,7.494,118,"Romance, Drama",Fall,R,54177064.63221041,15874235.688276345
1227,7.917,130,"Crime, Drama, Mystery, Thriller",Summer,R,202403433.47639483,40480686.695278965
1228,7.552,127,Drama,Winter,R,92521633.91357271,76542909.31223372
1229,5.912,107,"Horror, Comedy",Fall,R,46988181.36713033,23824611.756013695
1230,7.154,140,"Drama, Crime",Winter,R,76754122.34443396,38840548.67628346
1231,7.181,143,Drama,Fall,R,214562830.16036305,39636913.76701966
1232,7.3,98,"Horror, Thriller",Fall,R,146332577.39568344,10178417.26618705
1233,5.837,91,"Fantasy, Action, Thriller, Horror",Fall,R,107615093.98774248,46446841.91865471
1234,8.259,117,"Action, Animation, Adventure, Fantasy, Thriller",Fall,R,613104664.8933407,19256117.93573696
1235,6.636,88,"Action, Thriller, Crime",Summer,R,68066158.80181542,19025718.608169436
1236,7.118,101,"Drama, Romance",Spring,PG-13,137815208.2906492,34676725.56415856
1237,7.997,183,"Drama, War",Winter,R,246489599.99999997,75455999.99999999
1238,7.572,100,"Adventure, Family, Drama",Winter,PG,135527581.7297293,132842838.92375499
1239,6.828,85,"Animation, Family, Comedy, Fantasy",Fall,PG,645088183.3725344,95131663.35171685
1240,6.953,107,"Drama, Science Fiction, Thriller",Spring,R,54063224.70950913,77661844.91344558
1241,6.638,101,"Family, Fantasy, Adventure",Winter,PG,306404605.1160789,213279787.26290938
1242,6.837,81,Thriller,Spring,R,169290017.54100165,22494221.243808474
1243,7.302,113,"Crime, Drama, Mystery",Fall,R,53772593.89376334,29511501.06710932
1244,6.909,121,"Drama, Thriller, War",Winter,PG-13,298307629.3348493,111711199.54519613
1245,6.515,129,"Comedy, Romance, Drama",Winter,PG-13,266338548.16498768,59561529.390034236
1246,6.404,99,"Horror, Thriller",Spring,PG-13,135220890.31983063,44671147.04252568
1247,6.205,97,"Animation, Adventure, Comedy",Spring,PG,464175861.1457225,96874841.71605125
1248,7.102,113,"Drama, Romance",Spring,PG-13,81300402.43115644,23215052.125877414
1249,7.074,121,"Comedy, Drama, Romance",Summer,PG-13,302568409.0709937,38052665.34068674
1250,7.322,106,Drama,Fall,PG,198225730.0561555,42440604.75161987
